	x		sin(x)		sin'(x)
  0.030800.2f	      0.03	      1.00
  0.030900.2f	      0.03	      1.00
  0.031000.2f	      0.03	      1.00
  0.031100.2f	      0.03	      1.00
  0.031200.2f	      0.03	      1.00
  0.031300.2f	      0.03	      1.00
  0.031400.2f	      0.03	      1.00
  0.031500.2f	      0.03	      1.00
  0.031600.2f	      0.03	      1.00
  0.031700.2f	      0.03	      1.00
  0.031800.2f	      0.03	      1.00
  0.031900.2f	      0.03	      1.00
  0.032000.2f	      0.03	      1.00
  0.032100.2f	      0.03	      1.00
  0.032200.2f	      0.03	      1.00
  0.032300.2f	      0.03	      1.00
  0.032400.2f	      0.03	      1.00
  0.032500.2f	      0.03	      1.00
  0.032600.2f	      0.03	      1.00
  0.032700.2f	      0.03	      1.00
  0.032800.2f	      0.03	      1.00
  0.032900.2f	      0.03	      1.00
  0.033000.2f	      0.03	      1.00
  0.033100.2f	      0.03	      1.00
  0.033200.2f	      0.03	      1.00
  0.033300.2f	      0.03	      1.00
  0.033400.2f	      0.03	      1.00
  0.033500.2f	      0.03	      1.00
  0.033600.2f	      0.03	      1.00
  0.033700.2f	      0.03	      1.00
  0.033800.2f	      0.03	      1.00
  0.033900.2f	      0.03	      1.00
  0.034000.2f	      0.03	      1.00
  0.034100.2f	      0.03	      1.00
  0.034200.2f	      0.03	      1.00
  0.034300.2f	      0.03	      1.00
  0.034400.2f	      0.03	      1.00
  0.034500.2f	      0.03	      1.00
  0.034600.2f	      0.03	      1.00
  0.034700.2f	      0.03	      1.00
  0.034800.2f	      0.03	      1.00
  0.034900.2f	      0.03	      1.00
  0.035000.2f	      0.03	      1.00
  0.035100.2f	      0.04	      1.00
  0.035200.2f	      0.04	      1.00
  0.035300.2f	      0.04	      1.00
  0.035400.2f	      0.04	      1.00
  0.035500.2f	      0.04	      1.00
  0.035600.2f	      0.04	      1.00
  0.035700.2f	      0.04	      1.00
  0.035800.2f	      0.04	      1.00
  0.035900.2f	      0.04	      1.00
  0.036000.2f	      0.04	      1.00
  0.036100.2f	      0.04	      1.00
  0.036200.2f	      0.04	      1.00
  0.036300.2f	      0.04	      1.00
  0.036400.2f	      0.04	      1.00
  0.036500.2f	      0.04	      1.00
  0.036600.2f	      0.04	      1.00
  0.036700.2f	      0.04	      1.00
  0.036800.2f	      0.04	      1.00
  0.036900.2f	      0.04	      1.00
  0.037000.2f	      0.04	      1.00
  0.037100.2f	      0.04	      1.00
  0.037200.2f	      0.04	      1.00
  0.037300.2f	      0.04	      1.00
  0.037400.2f	      0.04	      1.00
  0.037500.2f	      0.04	      1.00
  0.037600.2f	      0.04	      1.00
  0.037700.2f	      0.04	      1.00
  0.037800.2f	      0.04	      1.00
  0.037900.2f	      0.04	      1.00
  0.038000.2f	      0.04	      1.00
  0.038100.2f	      0.04	      1.00
  0.038200.2f	      0.04	      1.00
  0.038300.2f	      0.04	      1.00
  0.038400.2f	      0.04	      1.00
  0.038500.2f	      0.04	      1.00
  0.038600.2f	      0.04	      1.00
  0.038700.2f	      0.04	      1.00
  0.038800.2f	      0.04	      1.00
  0.038900.2f	      0.04	      1.00
  0.039000.2f	      0.04	      1.00
  0.039100.2f	      0.04	      1.00
  0.039200.2f	      0.04	      1.00
  0.039300.2f	      0.04	      1.00
  0.039400.2f	      0.04	      1.00
  0.039500.2f	      0.04	      1.00
  0.039600.2f	      0.04	      1.00
  0.039700.2f	      0.04	      1.00
  0.039800.2f	      0.04	      1.00
  0.039900.2f	      0.04	      1.00
  0.040000.2f	      0.04	      1.00
  0.040100.2f	      0.04	      1.00
  0.040200.2f	      0.04	      1.00
  0.040300.2f	      0.04	      1.00
  0.040400.2f	      0.04	      1.00
  0.040500.2f	      0.04	      1.00
  0.040600.2f	      0.04	      1.00
  0.040700.2f	      0.04	      1.00
  0.040800.2f	      0.04	      1.00
  0.040900.2f	      0.04	      1.00
  0.041000.2f	      0.04	      1.00
  0.041100.2f	      0.04	      1.00
  0.041200.2f	      0.04	      1.00
  0.041300.2f	      0.04	      1.00
  0.041400.2f	      0.04	      1.00
  0.041500.2f	      0.04	      1.00
  0.041600.2f	      0.04	      1.00
  0.041700.2f	      0.04	      1.00
  0.041800.2f	      0.04	      1.00
  0.041900.2f	      0.04	      1.00
  0.042000.2f	      0.04	      1.00
  0.042100.2f	      0.04	      1.00
  0.042200.2f	      0.04	      1.00
  0.042300.2f	      0.04	      1.00
  0.042400.2f	      0.04	      1.00
  0.042500.2f	      0.04	      1.00
  0.042600.2f	      0.04	      1.00
  0.042700.2f	      0.04	      1.00
  0.042800.2f	      0.04	      1.00
  0.042900.2f	      0.04	      1.00
  0.043000.2f	      0.04	      1.00
  0.043100.2f	      0.04	      1.00
  0.043200.2f	      0.04	      1.00
  0.043300.2f	      0.04	      1.00
  0.043400.2f	      0.04	      1.00
  0.043500.2f	      0.04	      1.00
  0.043600.2f	      0.04	      1.00
  0.043700.2f	      0.04	      1.00
  0.043800.2f	      0.04	      1.00
  0.043900.2f	      0.04	      1.00
  0.044000.2f	      0.04	      1.00
  0.044100.2f	      0.04	      1.00
  0.044200.2f	      0.04	      1.00
  0.044300.2f	      0.04	      1.00
  0.044400.2f	      0.04	      1.00
  0.044500.2f	      0.04	      1.00
  0.044600.2f	      0.04	      1.00
  0.044700.2f	      0.04	      1.00
  0.044800.2f	      0.04	      1.00
  0.044900.2f	      0.04	      1.00
  0.045000.2f	      0.04	      1.00
  0.045100.2f	      0.05	      1.00
  0.045200.2f	      0.05	      1.00
  0.045300.2f	      0.05	      1.00
  0.045400.2f	      0.05	      1.00
  0.045500.2f	      0.05	      1.00
  0.045600.2f	      0.05	      1.00
  0.045700.2f	      0.05	      1.00
  0.045800.2f	      0.05	      1.00
  0.045900.2f	      0.05	      1.00
  0.046000.2f	      0.05	      1.00
  0.046100.2f	      0.05	      1.00
  0.046200.2f	      0.05	      1.00
  0.046300.2f	      0.05	      1.00
  0.046400.2f	      0.05	      1.00
  0.046500.2f	      0.05	      1.00
  0.046600.2f	      0.05	      1.00
  0.046700.2f	      0.05	      1.00
  0.046800.2f	      0.05	      1.00
  0.046900.2f	      0.05	      1.00
  0.047000.2f	      0.05	      1.00
  0.047100.2f	      0.05	      1.00
  0.047200.2f	      0.05	      1.00
  0.047300.2f	      0.05	      1.00
  0.047400.2f	      0.05	      1.00
  0.047500.2f	      0.05	      1.00
  0.047600.2f	      0.05	      1.00
  0.047700.2f	      0.05	      1.00
  0.047800.2f	      0.05	      1.00
  0.047900.2f	      0.05	      1.00
  0.048000.2f	      0.05	      1.00
  0.048100.2f	      0.05	      1.00
  0.048200.2f	      0.05	      1.00
  0.048300.2f	      0.05	      1.00
  0.048400.2f	      0.05	      1.00
  0.048500.2f	      0.05	      1.00
  0.048600.2f	      0.05	      1.00
  0.048700.2f	      0.05	      1.00
  0.048800.2f	      0.05	      1.00
  0.048900.2f	      0.05	      1.00
  0.049000.2f	      0.05	      1.00
  0.049100.2f	      0.05	      1.00
  0.049200.2f	      0.05	      1.00
  0.049300.2f	      0.05	      1.00
  0.049400.2f	      0.05	      1.00
  0.049500.2f	      0.05	      1.00
  0.049600.2f	      0.05	      1.00
  0.049700.2f	      0.05	      1.00
  0.049800.2f	      0.05	      1.00
  0.049900.2f	      0.05	      1.00
  0.050000.2f	      0.05	      1.00
  0.050100.2f	      0.05	      1.00
  0.050200.2f	      0.05	      1.00
  0.050300.2f	      0.05	      1.00
  0.050400.2f	      0.05	      1.00
  0.050500.2f	      0.05	      1.00
  0.050600.2f	      0.05	      1.00
  0.050700.2f	      0.05	      1.00
  0.050800.2f	      0.05	      1.00
  0.050900.2f	      0.05	      1.00
  0.051000.2f	      0.05	      1.00
  0.051100.2f	      0.05	      1.00
  0.051200.2f	      0.05	      1.00
  0.051300.2f	      0.05	      1.00
  0.051400.2f	      0.05	      1.00
  0.051500.2f	      0.05	      1.00
  0.051600.2f	      0.05	      1.00
  0.051700.2f	      0.05	      1.00
  0.051800.2f	      0.05	      1.00
  0.051900.2f	      0.05	      1.00
  0.052000.2f	      0.05	      1.00
  0.052100.2f	      0.05	      1.00
  0.052200.2f	      0.05	      1.00
  0.052300.2f	      0.05	      1.00
  0.052400.2f	      0.05	      1.00
  0.052500.2f	      0.05	      1.00
  0.052600.2f	      0.05	      1.00
  0.052700.2f	      0.05	      1.00
  0.052800.2f	      0.05	      1.00
  0.052900.2f	      0.05	      1.00
  0.053000.2f	      0.05	      1.00
  0.053100.2f	      0.05	      1.00
  0.053200.2f	      0.05	      1.00
  0.053300.2f	      0.05	      1.00
  0.053400.2f	      0.05	      1.00
  0.053500.2f	      0.05	      1.00
  0.053600.2f	      0.05	      1.00
  0.053700.2f	      0.05	      1.00
  0.053800.2f	      0.05	      1.00
  0.053900.2f	      0.05	      1.00
  0.054000.2f	      0.05	      1.00
  0.054100.2f	      0.05	      1.00
  0.054200.2f	      0.05	      1.00
  0.054300.2f	      0.05	      1.00
  0.054400.2f	      0.05	      1.00
  0.054500.2f	      0.05	      1.00
  0.054600.2f	      0.05	      1.00
  0.054700.2f	      0.05	      1.00
  0.054800.2f	      0.05	      1.00
  0.054900.2f	      0.05	      1.00
  0.055000.2f	      0.05	      1.00
  0.055100.2f	      0.06	      1.00
  0.055200.2f	      0.06	      1.00
  0.055300.2f	      0.06	      1.00
  0.055400.2f	      0.06	      1.00
  0.055500.2f	      0.06	      1.00
  0.055600.2f	      0.06	      1.00
  0.055700.2f	      0.06	      1.00
  0.055800.2f	      0.06	      1.00
  0.055900.2f	      0.06	      1.00
  0.056000.2f	      0.06	      1.00
  0.056100.2f	      0.06	      1.00
  0.056200.2f	      0.06	      1.00
  0.056300.2f	      0.06	      1.00
  0.056400.2f	      0.06	      1.00
  0.056500.2f	      0.06	      1.00
  0.056600.2f	      0.06	      1.00
  0.056700.2f	      0.06	      1.00
  0.056800.2f	      0.06	      1.00
  0.056900.2f	      0.06	      1.00
  0.057000.2f	      0.06	      1.00
  0.057100.2f	      0.06	      1.00
  0.057200.2f	      0.06	      1.00
  0.057300.2f	      0.06	      1.00
  0.057400.2f	      0.06	      1.00
  0.057500.2f	      0.06	      1.00
  0.057600.2f	      0.06	      1.00
  0.057700.2f	      0.06	      1.00
  0.057800.2f	      0.06	      1.00
  0.057900.2f	      0.06	      1.00
  0.058000.2f	      0.06	      1.00
  0.058100.2f	      0.06	      1.00
  0.058200.2f	      0.06	      1.00
  0.058300.2f	      0.06	      1.00
  0.058400.2f	      0.06	      1.00
  0.058500.2f	      0.06	      1.00
  0.058600.2f	      0.06	      1.00
  0.058700.2f	      0.06	      1.00
  0.058800.2f	      0.06	      1.00
  0.058900.2f	      0.06	      1.00
  0.059000.2f	      0.06	      1.00
  0.059100.2f	      0.06	      1.00
  0.059200.2f	      0.06	      1.00
  0.059300.2f	      0.06	      1.00
  0.059400.2f	      0.06	      1.00
  0.059500.2f	      0.06	      1.00
  0.059600.2f	      0.06	      1.00
  0.059700.2f	      0.06	      1.00
  0.059800.2f	      0.06	      1.00
  0.059900.2f	      0.06	      1.00
  0.060000.2f	      0.06	      1.00
  0.060100.2f	      0.06	      1.00
  0.060200.2f	      0.06	      1.00
  0.060300.2f	      0.06	      1.00
  0.060400.2f	      0.06	      1.00
  0.060500.2f	      0.06	      1.00
  0.060600.2f	      0.06	      1.00
  0.060700.2f	      0.06	      1.00
  0.060800.2f	      0.06	      1.00
  0.060900.2f	      0.06	      1.00
  0.061000.2f	      0.06	      1.00
  0.061100.2f	      0.06	      1.00
  0.061200.2f	      0.06	      1.00
  0.061300.2f	      0.06	      1.00
  0.061400.2f	      0.06	      1.00
  0.061500.2f	      0.06	      1.00
  0.061600.2f	      0.06	      1.00
  0.061700.2f	      0.06	      1.00
  0.061800.2f	      0.06	      1.00
  0.061900.2f	      0.06	      1.00
  0.062000.2f	      0.06	      1.00
  0.062100.2f	      0.06	      1.00
  0.062200.2f	      0.06	      1.00
  0.062300.2f	      0.06	      1.00
  0.062400.2f	      0.06	      1.00
  0.062500.2f	      0.06	      1.00
  0.062600.2f	      0.06	      1.00
  0.062700.2f	      0.06	      1.00
  0.062800.2f	      0.06	      1.00
  0.062900.2f	      0.06	      1.00
  0.063000.2f	      0.06	      1.00
  0.063100.2f	      0.06	      1.00
  0.063200.2f	      0.06	      1.00
  0.063300.2f	      0.06	      1.00
  0.063400.2f	      0.06	      1.00
  0.063501.2f	      0.06	      1.00
  0.063601.2f	      0.06	      1.00
  0.063701.2f	      0.06	      1.00
  0.063801.2f	      0.06	      1.00
  0.063901.2f	      0.06	      1.00
  0.064001.2f	      0.06	      1.00
  0.064101.2f	      0.06	      1.00
  0.064201.2f	      0.06	      1.00
  0.064301.2f	      0.06	      1.00
  0.064401.2f	      0.06	      1.00
  0.064501.2f	      0.06	      1.00
  0.064601.2f	      0.06	      1.00
  0.064701.2f	      0.06	      1.00
  0.064801.2f	      0.06	      1.00
  0.064901.2f	      0.06	      1.00
  0.065001.2f	      0.06	      1.00
  0.065101.2f	      0.07	      1.00
  0.065201.2f	      0.07	      1.00
  0.065301.2f	      0.07	      1.00
  0.065401.2f	      0.07	      1.00
  0.065501.2f	      0.07	      1.00
  0.065601.2f	      0.07	      1.00
  0.065701.2f	      0.07	      1.00
  0.065801.2f	      0.07	      1.00
  0.065901.2f	      0.07	      1.00
  0.066001.2f	      0.07	      1.00
  0.066101.2f	      0.07	      1.00
  0.066201.2f	      0.07	      1.00
  0.066301.2f	      0.07	      1.00
  0.066401.2f	      0.07	      1.00
  0.066501.2f	      0.07	      1.00
  0.066601.2f	      0.07	      1.00
  0.066701.2f	      0.07	      1.00
  0.066801.2f	      0.07	      1.00
  0.066901.2f	      0.07	      1.00
  0.067001.2f	      0.07	      1.00
  0.067101.2f	      0.07	      1.00
  0.067201.2f	      0.07	      1.00
  0.067301.2f	      0.07	      1.00
  0.067401.2f	      0.07	      1.00
  0.067501.2f	      0.07	      1.00
  0.067601.2f	      0.07	      1.00
  0.067701.2f	      0.07	      1.00
  0.067801.2f	      0.07	      1.00
  0.067901.2f	      0.07	      1.00
  0.068001.2f	      0.07	      1.00
  0.068101.2f	      0.07	      1.00
  0.068201.2f	      0.07	      1.00
  0.068301.2f	      0.07	      1.00
  0.068401.2f	      0.07	      1.00
  0.068501.2f	      0.07	      1.00
  0.068601.2f	      0.07	      1.00
  0.068701.2f	      0.07	      1.00
  0.068801.2f	      0.07	      1.00
  0.068901.2f	      0.07	      1.00
  0.069001.2f	      0.07	      1.00
  0.069101.2f	      0.07	      1.00
  0.069201.2f	      0.07	      1.00
  0.069301.2f	      0.07	      1.00
  0.069401.2f	      0.07	      1.00
  0.069501.2f	      0.07	      1.00
  0.069601.2f	      0.07	      1.00
  0.069701.2f	      0.07	      1.00
  0.069801.2f	      0.07	      1.00
  0.069901.2f	      0.07	      1.00
  0.070001.2f	      0.07	      1.00
  0.070101.2f	      0.07	      1.00
  0.070201.2f	      0.07	      1.00
  0.070301.2f	      0.07	      1.00
  0.070401.2f	      0.07	      1.00
  0.070501.2f	      0.07	      1.00
  0.070601.2f	      0.07	      1.00
  0.070701.2f	      0.07	      1.00
  0.070801.2f	      0.07	      1.00
  0.070901.2f	      0.07	      1.00
  0.071001.2f	      0.07	      1.00
  0.071101.2f	      0.07	      1.00
  0.071201.2f	      0.07	      1.00
  0.071301.2f	      0.07	      1.00
  0.071401.2f	      0.07	      1.00
  0.071501.2f	      0.07	      1.00
  0.071601.2f	      0.07	      1.00
  0.071701.2f	      0.07	      1.00
  0.071801.2f	      0.07	      1.00
  0.071901.2f	      0.07	      1.00
  0.072001.2f	      0.07	      1.00
  0.072101.2f	      0.07	      1.00
  0.072201.2f	      0.07	      1.00
  0.072301.2f	      0.07	      1.00
  0.072401.2f	      0.07	      1.00
  0.072501.2f	      0.07	      1.00
  0.072601.2f	      0.07	      1.00
  0.072701.2f	      0.07	      1.00
  0.072801.2f	      0.07	      1.00
  0.072901.2f	      0.07	      1.00
  0.073001.2f	      0.07	      1.00
  0.073101.2f	      0.07	      1.00
  0.073201.2f	      0.07	      1.00
  0.073301.2f	      0.07	      1.00
